abandon оставить
abate|уменьшаться
rectangle|прямоугольник
recur|повторяться
recycle|перерабатывать
redeem|выкупить
reduce|снижать
redundant|избыточный
reed|тростник
reel|катушка
refer|сослаться
refine|очищать
reflect|отражать
refrain|воздерживаться
refresh|обновлять
refrigerator|холодильник
refuge|убежище
refugee|беженец
refund|возврат
refuse|отказаться
refute|опровергать
regain|восстановить
regard|внимание
regard|считать
regiment|полк
register|касса
regret|сожалеть
regular|обычный
rehearse|репетировать
reign|царствовать
rein|сдерживать
reinforce|усилить
reject|отвергать
rejoice|радоваться
relate|относиться
relative|родственник
relative|относительный
relay|передавать
release|отпускать
relentless|настойчивый
relevant|уместный
relief|облегчение
relieve|облегчить
relish|наслаждаться
reluctant|неохотный
rely|полагаться
remain|оставаться
remainder|оставшаяся часть
remains|остатки
remark|замечать
remedy|средство
remind|напомнить
reminiscent|напоминающий
remnant|остаток
remorse|раскаяние
remote|отдаленный
remove|убрать
render|делать
render|воздавать
renew|возобновлять
renovate|ремонтировать
renown|известность
rent|аренда
repair|ремонт
repay|отплатить
repeal|отменить
repel|отталкивать
replace|заменить
replicate|воспроизвести
reply|ответ
report|доклад
represent|представлять
repress|подавлять
reproduce|воспроизводить
